circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr3:9750945|9751949	chr3	9750945	9751949	7	2_2_0	35	0.286	n/a	/n/a	+	SRR12794698.4878196,SRR12794698.18500842,SRR12794698.18500956,SRR12794698.18501230,SRR12794698.23468355,SRR12794698.23469310,SRR12794698.23469437,	OGG1	2	248,180
chr3:9816074|9817759	chr3	9816074	9817759	2	1_2_0	94	0.041	n/a	/n/a	+	SRR12794698.35999522,SRR12794698.9395311,	TTLL3	2	129,115
chr3:10081100|10081464	chr3	10081100	10081464	2	2_2_0	47	0.078	n/a	/n/a	+	SRR12794698.7698464,SRR12794698.24254290,	FANCD2	2	129,119
chr3:11313304|11315493	chr3	11313304	11315493	2	0_2_2	137	0.028	n/a	/n/a	+	SRR12794698.27600227,SRR12794698.45846261,	ATG7	2	117,150
chr3:11340645|11342279	chr3	11340645	11342279	3	2_2_0	224	0.026	n/a	/n/a	+	SRR12794698.26512135,SRR12794698.43272372,SRR12794698.43272428,	ATG7	2	91,145
chr3:11358418|11380052	chr3	11358418	11380052	3	3_2_1	187	0.031	n/a	/n/a	+	SRR12794698.2119915,SRR12794698.2801962,SRR12794698.37021479,	ATG7	5	195,204,116,76,81
chr3:11807833|11809682	chr3	11807833	11809682	2	1_2_1	26	0.133	n/a	/n/a	-	SRR12794698.36662097,SRR12794698.42912243,	TAMM41	2	63,166
chr3:11833003|11839314	chr3	11833003	11839314	3	1_1_1	13	0.316	n/a	/n/a	-	SRR12794698.33130609,SRR12794698.33130937,SRR12794698.29029847,	TAMM41	2	149,93
chr3:12528888|12532773	chr3	12528888	12532773	5	0_3_2	9	0.526	n/a	/n/a	+	SRR12794698.11767320,SRR12794698.21698078,SRR12794698.42455977,SRR12794698.42456014,SRR12794698.38894324,	TSEN2	4	37,112,90,112
chr3:12604136|12606299	chr3	12604136	12606299	2	2_1_1	561	0.007	n/a	/n/a	-	SRR12794698.5420746,SRR12794698.7918747,	RAF1	2	154,99
chr3:12935448|12941865	chr3	12935448	12941865	2	1_2_0	383	0.01	n/a	/n/a	-	SRR12794698.17343454,SRR12794698.48621839,	IQSEC1	2	1250,295
chr3:13351879|13354107	chr3	13351879	13354107	2	1_1_1	165	0.024	n/a	/n/a	-	SRR12794698.20200505,SRR12794698.41799012,	NUP210	4	102,105,107,193
chr3:14443624|14447816	chr3	14443624	14447816	2	2_2_0	545	0.007	n/a	/n/a	+	SRR12794698.8270968,SRR12794698.16987957,	SLC6A6	3	240,135,235
chr3:15032379|15034809	chr3	15032379	15034809	6	3_3_0	97	0.11	n/a	/n/a	+	SRR12794698.7747967,SRR12794698.11856108,SRR12794698.20385066,SRR12794698.21194883,SRR12794698.33473394,SRR12794698.33473420,	NR2C2	2	122,140
chr3:15212104|15223561	chr3	15212104	15223561	4	1_1_2	130	0.058	n/a	/n/a	+	SRR12794698.29753691,SRR12794698.29754018,SRR12794698.30381710,SRR12794698.35532505,	CAPN7	5	109,158,68,201,87
chr3:16286342|16303592	chr3	16286342	16303592	2	2_2_0	177	0.022	n/a	/n/a	+	SRR12794698.1426962,SRR12794698.10700719,	OXNAD1	5	107,142,243,109,185
chr3:16294856|16303592	chr3	16294856	16303592	6	5_5_0	326	0.036	n/a	/n/a	+	SRR12794698.4109699,SRR12794698.7519506,SRR12794698.7520002,SRR12794698.26037374,SRR12794698.31616484,SRR12794698.43172673,	OXNAD1	4	142,243,109,185
chr3:16301626|16303592	chr3	16301626	16303592	11	8_8_0	328	0.063	n/a	/n/a	+	SRR12794698.938807,SRR12794698.941686,SRR12794698.2697767,SRR12794698.10404146,SRR12794698.10404216,SRR12794698.13771491,SRR12794698.20057917,SRR12794698.20710651,SRR12794698.26206967,SRR12794698.26403445,SRR12794698.33179937,	OXNAD1	3	243,109,185
chr3:16301626|16302748	chr3	16301626	16302748	25	16_14_0	377	0.117	n/a	/n/a	+	SRR12794698.5446226,SRR12794698.13262286,SRR12794698.15649892,SRR12794698.19443501,SRR12794698.20109544,SRR12794698.21784268,SRR12794698.22545418,SRR12794698.22837282,SRR12794698.24653523,SRR12794698.25730149,SRR12794698.25765871,SRR12794698.25843157,SRR12794698.26615017,SRR12794698.27680250,SRR12794698.33563700,SRR12794698.36671157,SRR12794698.36671718,SRR12794698.37806780,SRR12794698.41650891,SRR12794698.42627363,SRR12794698.43295436,SRR12794698.43476554,SRR12794698.45037941,SRR12794698.9543905,SRR12794698.23079237,	OXNAD1	2	243,109
chr3:17403181|17406526	chr3	17403181	17406526	2	1_2_1	175	0.022	n/a	/n/a	-	SRR12794698.16738339,SRR12794698.31013844,	TBC1D5	4	68,75,90,109
chr3:17508474|17562142	chr3	17508474	17562142	3	2_2_0	98	0.058	n/a	/n/a	-	SRR12794698.17342530,SRR12794698.18212068,SRR12794698.48881976,	TBC1D5	2	132,124
chr3:18378170|18420991	chr3	18378170	18420991	9	8_8_0	256	0.066	n/a	/n/a	-	SRR12794698.6259200,SRR12794698.20148484,SRR12794698.20431783,SRR12794698.24142244,SRR12794698.25831136,SRR12794698.30717258,SRR12794698.33548270,SRR12794698.39146053,SRR12794698.47269633,	SATB1	8	156,213,455,112,124,127,177,235
chr3:18394462|18397290	chr3	18394462	18397290	3	2_1_1	292	0.02	n/a	/n/a	-	SRR12794698.5002665,SRR12794698.43084068,SRR12794698.43084128,	SATB1	2	455,112
chr3:18415111|18420991	chr3	18415111	18420991	7	5_6_1	277	0.048	n/a	/n/a	-	SRR12794698.2886858,SRR12794698.19444716,SRR12794698.34377611,SRR12794698.34377785,SRR12794698.35482076,SRR12794698.39763412,SRR12794698.45811465,	SATB1	4	124,127,177,235
chr3:18463480|18527326	chr3	18463480	18527326	6	3_4_2	46	0.207	n/a	/n/a	+	SRR12794698.27136443,SRR12794698.27150611,SRR12794698.38979465,SRR12794698.44991964,SRR12794698.46613773,SRR12794698.15162978,	SATB1-AS1	5	66,53,77,154,153
chr3:19975601|19976169	chr3	19975601	19976169	3	2_2_0	96	0.059	n/a	/n/a	+	SRR12794698.19289656,SRR12794698.34450782,SRR12794698.34451599,	RAB5A	2	152,123
chr3:23956037|23959815	chr3	23956037	23959815	2	2_2_0	102	0.038	n/a	/n/a	+	SRR12794698.43819757,SRR12794698.48704077,	NR1D2	2	89,145
chr3:27411642|27424152	chr3	27411642	27424152	2	2_2_0	107	0.036	n/a	/n/a	-	SRR12794698.13682459,SRR12794698.43365830,	SLC4A7	5	107,147,88,158,116
chr3:27437388|27448797	chr3	27437388	27448797	2	1_2_0	128	0.03	n/a	/n/a	-	SRR12794698.32044929,SRR12794698.30739125,	SLC4A7	2	139,147
chr3:27448651|27452498	chr3	27448651	27452498	8	6_4_1	107	0.13	n/a	/n/a	-	SRR12794698.1796309,SRR12794698.7737090,SRR12794698.24042343,SRR12794698.36407931,SRR12794698.43046582,SRR12794698.43969441,SRR12794698.44962427,SRR12794698.2055187,	SLC4A7	2	147,82
chr3:30644747|30650460	chr3	30644747	30650460	3	1_2_0	666	0.009	n/a	/n/a	+	SRR12794698.9621570,SRR12794698.13358628,SRR12794698.13359038,	TGFBR2	2	169,191
chr3:30644747|30674246	chr3	30644747	30674246	2	2_2_0	820	0.005	n/a	/n/a	+	SRR12794698.16918295,SRR12794698.44491495,	TGFBR2	4	169,191,800,142
chr3:30671638|30674246	chr3	30671638	30674246	3	2_2_0	830	0.007	n/a	/n/a	+	SRR12794698.9703284,SRR12794698.9704506,SRR12794698.47072510,	TGFBR2	2	800,142
chr3:31576396|31600459	chr3	31576396	31600459	3	2_3_1	250	0.023	n/a	/n/a	+	SRR12794698.15269921,SRR12794698.26748660,SRR12794698.42292028,	STT3B	4	109,288,66,100
chr3:31576396|31580096	chr3	31576396	31580096	28	15_21_5	257	0.179	n/a	/n/a	+	SRR12794698.1680492,SRR12794698.5984638,SRR12794698.6619260,SRR12794698.7697763,SRR12794698.10582634,SRR12794698.15379935,SRR12794698.16912017,SRR12794698.17444536,SRR12794698.18120583,SRR12794698.22720746,SRR12794698.22720863,SRR12794698.22756732,SRR12794698.23858947,SRR12794698.24255287,SRR12794698.25234064,SRR12794698.25799318,SRR12794698.31639359,SRR12794698.34204535,SRR12794698.35707164,SRR12794698.42941482,SRR12794698.42941687,SRR12794698.45098280,SRR12794698.46507861,SRR12794698.47021999,SRR12794698.250378,SRR12794698.26258831,SRR12794698.38805576,SRR12794698.43681070,	STT3B	2	109,288
chr3:32541037|32545965	chr3	32541037	32545965	2	2_2_0	168	0.023	n/a	/n/a	-	SRR12794698.1719269,SRR12794698.10184506,	DYNC1LI1	3	170,231,117
chr3:32716225|32717237	chr3	32716225	32717237	3	1_3_2	104	0.055	n/a	/n/a	+	SRR12794698.28236603,SRR12794698.40183598,SRR12794698.44408499,	CNOT10	2	87,84
chr3:32733423|32737490	chr3	32733423	32737490	6	3_2_5	85	0.124	n/a	/n/a	+	SRR12794698.13482258,SRR12794698.16082859,SRR12794698.30300734,SRR12794698.45903565,SRR12794698.6797479,SRR12794698.15950304,	CNOT10	3	122,177,81
chr3:33068230|33068970	chr3	33068230	33068970	4	1_4_3	187	0.041	n/a	/n/a	-	SRR12794698.7409413,SRR12794698.13849494,SRR12794698.39189678,SRR12794698.41108121,	GLB1	2	61,151
chr3:33411581|33425741	chr3	33411581	33425741	2	2_2_0	138	0.028	n/a	/n/a	-	SRR12794698.17374503,SRR12794698.44891893,	UBP1	4	107,106,77,152
chr3:33516981|33538942	chr3	33516981	33538942	5	2_2_0	73	0.12	n/a	/n/a	-	SRR12794698.24306013,SRR12794698.27873198,SRR12794698.27874629,SRR12794698.27874818,SRR12794698.43113483,	CLASP2	3	194,229,154
chr3:33592395|33644903	chr3	33592395	33644903	2	0_2_1	121	0.032	n/a	/n/a	-	SRR12794698.30427213,SRR12794698.39119522,	CLASP2	14	102,18,24,174,56,168,78,60,71,136,146,93,83,147
chr3:33606591|33644903	chr3	33606591	33644903	3	2_2_0	125	0.046	n/a	/n/a	-	SRR12794698.34531372,SRR12794698.8673945,SRR12794698.30634082,	CLASP2	9	168,78,60,71,136,146,93,83,147
chr3:33619603|33644903	chr3	33619603	33644903	2	2_2_0	119	0.033	n/a	/n/a	-	SRR12794698.11940632,SRR12794698.48598713,	CLASP2	5	136,146,93,83,147
chr3:33619603|33663515	chr3	33619603	33663515	2	2_0_2	116	0.033	n/a	/n/a	-	SRR12794698.21019932,SRR12794698.37043557,	CLASP2	6	136,146,93,80,147,71
chr3:33684359|33696933	chr3	33684359	33696933	31	19_11_17	109	0.363	n/a	/n/a	-	SRR12794698.134058,SRR12794698.974907,SRR12794698.1339401,SRR12794698.5612159,SRR12794698.7472923,SRR12794698.8252507,SRR12794698.8288911,SRR12794698.8863636,SRR12794698.12437269,SRR12794698.13789853,SRR12794698.15958368,SRR12794698.17751597,SRR12794698.17913991,SRR12794698.18467677,SRR12794698.19927370,SRR12794698.26903538,SRR12794698.31386262,SRR12794698.31386347,SRR12794698.31521483,SRR12794698.34087968,SRR12794698.37715099,SRR12794698.40485903,SRR12794698.42829813,SRR12794698.43609042,SRR12794698.46708218,SRR12794698.48707395,SRR12794698.48733485,SRR12794698.7136067,SRR12794698.22343610,SRR12794698.22343623,SRR12794698.29133555,	CLASP2	5	98,76,92,104,79
chr3:33812072|33822082	chr3	33812072	33822082	4	1_4_3	315	0.025	n/a	/n/a	+	SRR12794698.2834992,SRR12794698.7485580,SRR12794698.27975592,SRR12794698.44189994,	PDCD6IP	3	55,70,128
chr3:37083636|37112980	chr3	37083636	37112980	4	2_0_2	86	0.085	n/a	/n/a	-	SRR12794698.9814969,SRR12794698.9816158,SRR12794698.32980094,SRR12794698.48589507,	LRRFIP2	12	171,72,117,45,90,69,57,48,45,51,75,66
chr3:37121492|37149038	chr3	37121492	37149038	7	1_6_5	107	0.116	n/a	/n/a	-	SRR12794698.8044172,SRR12794698.22612516,SRR12794698.27564229,SRR12794698.29507735,SRR12794698.30758096,SRR12794698.32709026,SRR12794698.48610195,	LRRFIP2	5	45,57,51,87,145
chr3:37129063|37149038	chr3	37129063	37149038	12	4_7_4	145	0.142	n/a	/n/a	-	SRR12794698.10481260,SRR12794698.17690264,SRR12794698.20099552,SRR12794698.23477803,SRR12794698.23479516,SRR12794698.23479562,SRR12794698.29476070,SRR12794698.31730465,SRR12794698.40300183,SRR12794698.40301495,SRR12794698.47276254,SRR12794698.21792310,	LRRFIP2	2	87,145
chr3:37129063|37154724	chr3	37129063	37154724	5	1_1_4	81	0.11	n/a	/n/a	-	SRR12794698.28087884,SRR12794698.40861884,SRR12794698.1442012,SRR12794698.12530442,SRR12794698.13390443,	LRRFIP2	3	87,145,111
chr3:37335053|37355187	chr3	37335053	37355187	2	1_2_0	156	0.025	n/a	/n/a	+	SRR12794698.42329553,SRR12794698.16284455,	GOLGA4	5	114,69,76,104,87
chr3:38216096|38236961	chr3	38216096	38236961	2	1_2_1	156	0.025	n/a	/n/a	+	SRR12794698.8689669,SRR12794698.17740271,	OXSR1	7	56,110,102,134,49,66,123
chr3:38221578|38230430	chr3	38221578	38230430	2	2_1_1	153	0.025	n/a	/n/a	+	SRR12794698.32690923,SRR12794698.37951669,	OXSR1	5	110,102,134,49,66
chr3:41224021|41227352	chr3	41224021	41227352	4	1_2_2	450	0.017	n/a	/n/a	+	SRR12794698.18590608,SRR12794698.41344539,SRR12794698.4876903,SRR12794698.14448815,	CTNNB1	6	61,228,254,239,202,145
chr3:43299754|43303792	chr3	43299754	43303792	31	13_25_7	481	0.114	n/a	/n/a	+	SRR12794698.2311623,SRR12794698.4595678,SRR12794698.8835038,SRR12794698.11377438,SRR12794698.13085270,SRR12794698.14957005,SRR12794698.14957354,SRR12794698.16176923,SRR12794698.17145595,SRR12794698.20786824,SRR12794698.23722634,SRR12794698.28471371,SRR12794698.29200280,SRR12794698.31720998,SRR12794698.31721022,SRR12794698.36867541,SRR12794698.41595189,SRR12794698.42888412,SRR12794698.43806378,SRR12794698.44812030,SRR12794698.45303650,SRR12794698.46280373,SRR12794698.47043092,SRR12794698.47904679,SRR12794698.18439622,SRR12794698.28747469,SRR12794698.46274456,SRR12794698.46985594,SRR12794698.47350405,SRR12794698.48701769,SRR12794698.48702539,	SNRK	2	62,695
chr3:43549720|43565727	chr3	43549720	43565727	7	6_3_3	64	0.179	n/a	/n/a	-	SRR12794698.3610642,SRR12794698.11930772,SRR12794698.38758851,SRR12794698.46312559,SRR12794698.46312670,SRR12794698.46733056,SRR12794698.46734100,	ANO10	4	129,192,183,75
chr3:43598532|43600581	chr3	43598532	43600581	4	2_2_0	32	0.2	n/a	/n/a	-	SRR12794698.5258798,SRR12794698.19796492,SRR12794698.25676456,SRR12794698.25676472,	ANO10	2	135,198
chr3:43598532|43605863	chr3	43598532	43605863	6	5_5_0	37	0.245	n/a	/n/a	-	SRR12794698.26604548,SRR12794698.29496783,SRR12794698.33169738,SRR12794698.41880452,SRR12794698.8712829,SRR12794698.28114685,	ANO10	3	135,198,150
chr3:44629065|44631221	chr3	44629065	44631221	3	3_3_0	27	0.182	n/a	/n/a	+	SRR12794698.34888958,SRR12794698.38597898,SRR12794698.43751905,	ZNF660-ZNF197	2	480,160
chr3:44794217|44794426	chr3	44794217	44794426	2	2_2_0	6	0.4	n/a	/n/a	+	SRR12794698.23248103,SRR12794698.40523064,	KIF15	1	210
chr3:47037666|47067118	chr3	47037666	47067118	6	4_1_4	154	0.072	n/a	/n/a	-	SRR12794698.4724574,SRR12794698.8341332,SRR12794698.14437650,SRR12794698.19027772,SRR12794698.21216486,SRR12794698.13733197,	SETD2	6	112,140,135,670,184,49
chr3:47056821|47067118	chr3	47056821	47067118	4	4_0_4	125	0.06	n/a	/n/a	-	SRR12794698.5661711,SRR12794698.11784510,SRR12794698.25432687,SRR12794698.47006204,	SETD2	3	670,184,49
chr3:47067070|47098081	chr3	47067070	47098081	6	2_3_1	230	0.05	n/a	/n/a	-	SRR12794698.4171245,SRR12794698.4171312,SRR12794698.5768460,SRR12794698.14434182,SRR12794698.33930729,SRR12794698.33930743,	SETD2	5	49,663,120,135,127
chr3:47097955|47106120	chr3	47097955	47106120	43	26_23_4	209	0.292	n/a	/n/a	-	SRR12794698.1405632,SRR12794698.3683433,SRR12794698.3683600,SRR12794698.4367149,SRR12794698.4666246,SRR12794698.5490842,SRR12794698.5523203,SRR12794698.8004072,SRR12794698.10394989,SRR12794698.10394990,SRR12794698.12645544,SRR12794698.15679616,SRR12794698.15779441,SRR12794698.15936355,SRR12794698.16238476,SRR12794698.16577434,SRR12794698.16710111,SRR12794698.17523917,SRR12794698.21606610,SRR12794698.22334603,SRR12794698.26537516,SRR12794698.26686106,SRR12794698.28538822,SRR12794698.29667174,SRR12794698.29668124,SRR12794698.30837638,SRR12794698.31204307,SRR12794698.32511232,SRR12794698.33280827,SRR12794698.35487236,SRR12794698.38697563,SRR12794698.39607950,SRR12794698.40340217,SRR12794698.41292674,SRR12794698.43344537,SRR12794698.44249862,SRR12794698.2786207,SRR12794698.3595498,SRR12794698.15916075,SRR12794698.28360008,SRR12794698.47018858,SRR12794698.47019447,SRR12794698.47019593,	SETD2	4	127,98,78,124
chr3:47097955|47103423	chr3	47097955	47103423	18	12_6_7	264	0.12	n/a	/n/a	-	SRR12794698.4379256,SRR12794698.7199859,SRR12794698.13115821,SRR12794698.17287657,SRR12794698.17290104,SRR12794698.18257787,SRR12794698.20246290,SRR12794698.27263056,SRR12794698.29478675,SRR12794698.36987996,SRR12794698.40300684,SRR12794698.42422023,SRR12794698.43478051,SRR12794698.43478886,SRR12794698.15742768,SRR12794698.22617831,SRR12794698.29200014,SRR12794698.35216882,	SETD2	3	127,98,78
chr3:47097955|47116754	chr3	47097955	47116754	2	2_1_1	234	0.017	n/a	/n/a	-	SRR12794698.20874304,SRR12794698.34413757,	SETD2	6	127,98,78,124,129,132
chr3:47425485|47428670	chr3	47425485	47428670	12	10_10_0	147	0.14	n/a	/n/a	-	SRR12794698.9647144,SRR12794698.12924153,SRR12794698.14839463,SRR12794698.26499486,SRR12794698.28714165,SRR12794698.28715572,SRR12794698.38334469,SRR12794698.42511126,SRR12794698.44988652,SRR12794698.45759508,SRR12794698.46304074,SRR12794698.48846336,	SCAP	5	127,173,106,221,158
chr3:47435008|47443091	chr3	47435008	47443091	3	1_1_1	119	0.048	n/a	/n/a	-	SRR12794698.7786084,SRR12794698.30304430,SRR12794698.30307734,	SCAP	2	130,220
chr3:47622207|47638780	chr3	47622207	47638780	2	1_0_2	163	0.024	n/a	/n/a	-	SRR12794698.31742313,SRR12794698.47641383,	SMARCC1	4	135,155,115,56
chr3:47622207|47678311	chr3	47622207	47678311	3	2_1_2	163	0.036	n/a	/n/a	-	SRR12794698.23070962,SRR12794698.44996998,SRR12794698.19175687,	SMARCC1	10	135,155,115,56,162,259,60,114,154,114
chr3:47635190|47636136	chr3	47635190	47636136	2	2_2_0	200	0.02	n/a	/n/a	-	SRR12794698.6978027,SRR12794698.32324068,	SMARCC1	2	155,115
chr3:47635190|47638780	chr3	47635190	47638780	2	2_1_1	182	0.022	n/a	/n/a	-	SRR12794698.41598389,SRR12794698.47859193,	SMARCC1	3	155,115,56
chr3:47661294|47678311	chr3	47661294	47678311	4	4_4_0	160	0.048	n/a	/n/a	-	SRR12794698.14009997,SRR12794698.21393354,SRR12794698.24077148,SRR12794698.34220568,	SMARCC1	6	162,259,60,114,154,114
chr3:47675475|47678311	chr3	47675475	47678311	4	3_2_1	164	0.047	n/a	/n/a	-	SRR12794698.15936339,SRR12794698.19407436,SRR12794698.32909338,SRR12794698.41276522,	SMARCC1	3	114,154,114
chr3:47686049|47693300	chr3	47686049	47693300	2	2_1_1	170	0.023	n/a	/n/a	-	SRR12794698.3601577,SRR12794698.47836085,	SMARCC1	3	122,38,60
chr3:47720666|47745993	chr3	47720666	47745993	5	2_1_4	175	0.054	n/a	/n/a	-	SRR12794698.3508701,SRR12794698.3508716,SRR12794698.28420374,SRR12794698.30691067,SRR12794698.44255970,	SMARCC1	5	70,70,93,82,86
chr3:47736034|47745993	chr3	47736034	47745993	2	2_2_0	153	0.025	n/a	/n/a	-	SRR12794698.17598262,SRR12794698.22859645,	SMARCC1	3	93,82,86
chr3:48450037|48451899	chr3	48450037	48451899	3	3_3_0	24	0.2	n/a	/n/a	+	SRR12794698.7530578,SRR12794698.8939553,SRR12794698.31199466,	ATRIP	3	134,83,171
chr3:48535512|48539771	chr3	48535512	48539771	3	3_0_2	147	0.039	n/a	/n/a	-	SRR12794698.1153724,SRR12794698.21544662,SRR12794698.7642806,	PFKFB4	5	147,208,122,57,75
chr3:48535512|48536463	chr3	48535512	48536463	2	2_2_0	155	0.025	n/a	/n/a	-	SRR12794698.10358020,SRR12794698.26129009,	PFKFB4	2	147,208
chr3:48543580|48550234	chr3	48543580	48550234	5	1_3_3	143	0.065	n/a	/n/a	-	SRR12794698.16178416,SRR12794698.32056750,SRR12794698.37028333,SRR12794698.48128282,SRR12794698.37856991,	PFKFB4	3	67,97,117
chr3:48548532|48550234	chr3	48548532	48550234	8	5_5_1	96	0.143	n/a	/n/a	-	SRR12794698.6791028,SRR12794698.7272970,SRR12794698.10756236,SRR12794698.16525189,SRR12794698.19836257,SRR12794698.28067963,SRR12794698.28068153,SRR12794698.30927033,	PFKFB4	3	128,97,117
chr3:48751585|48756444	chr3	48751585	48756444	5	3_2_1	106	0.086	n/a	/n/a	-	SRR12794698.5762169,SRR12794698.5762204,SRR12794698.5762281,SRR12794698.29178008,SRR12794698.29178889,	PRKAR2A	3	134,142,66
chr3:48751585|48752317	chr3	48751585	48752317	3	2_2_0	89	0.063	n/a	/n/a	-	SRR12794698.7152560,SRR12794698.44552611,SRR12794698.44552806,	PRKAR2A	2	134,142
chr3:48765004|48765349	chr3	48765004	48765349	3	1_1_2	92	0.061	n/a	/n/a	-	SRR12794698.3129963,SRR12794698.3129998,SRR12794698.28830564,	PRKAR2A	2	75,102
chr3:48765004|48773108	chr3	48765004	48773108	2	1_2_1	78	0.049	n/a	/n/a	-	SRR12794698.972514,SRR12794698.8396411,	PRKAR2A	3	75,102,154
chr3:48922748|48945181	chr3	48922748	48945181	4	2_0_3	87	0.084	n/a	/n/a	+	SRR12794698.41217391,SRR12794698.47569759,SRR12794698.11624631,SRR12794698.11626149,	ARIH2	3	64,352,46
chr3:48979482|48980496	chr3	48979482	48980496	2	2_2_0	73	0.052	n/a	/n/a	+	SRR12794698.17561323,SRR12794698.42775238,	ARIH2	2	152,144
chr3:49305715|49311654	chr3	49305715	49311654	4	4_3_0	165	0.046	n/a	/n/a	-	SRR12794698.9623989,SRR12794698.19962261,SRR12794698.31560170,SRR12794698.47494981,	USP4	3	174,118,141
chr3:49324702|49325845	chr3	49324702	49325845	4	1_3_2	331	0.024	n/a	/n/a	-	SRR12794698.7054949,SRR12794698.14906535,SRR12794698.14907212,SRR12794698.25860257,	USP4	3	62,146,127
chr3:49967470|49975392	chr3	49967470	49975392	10	8_4_4	262	0.071	n/a	/n/a	+	SRR12794698.7608093,SRR12794698.28242545,SRR12794698.34295708,SRR12794698.36936333,SRR12794698.40680001,SRR12794698.40680654,SRR12794698.45159901,SRR12794698.48296576,SRR12794698.48409484,SRR12794698.48409789,	RBM6	3	1279,90,70
chr3:50060956|50062108	chr3	50060956	50062108	2	1_2_1	177	0.022	n/a	/n/a	+	SRR12794698.29553560,SRR12794698.41604123,	RBM6	4	43,82,86,147
chr3:50065031|50066502	chr3	50065031	50066502	23	8_13_4	198	0.189	n/a	/n/a	+	SRR12794698.506330,SRR12794698.6870184,SRR12794698.7553365,SRR12794698.10842480,SRR12794698.14427927,SRR12794698.15614706,SRR12794698.15860579,SRR12794698.19004214,SRR12794698.19004422,SRR12794698.27930660,SRR12794698.27931698,SRR12794698.35649399,SRR12794698.35833557,SRR12794698.35836296,SRR12794698.38427561,SRR12794698.38427846,SRR12794698.45676251,SRR12794698.48313509,SRR12794698.10110704,SRR12794698.10111652,SRR12794698.29269637,SRR12794698.36031112,SRR12794698.36032308,	RBM6	2	96,261
chr3:50093720|50105709	chr3	50093720	50105709	2	2_1_0	670	0.006	n/a	/n/a	+	SRR12794698.12369276,SRR12794698.21567975,	RBM5	7	156,70,74,84,61,66,161
chr3:50105549|50107569	chr3	50105549	50107569	2	2_2_0	431	0.009	n/a	/n/a	+	SRR12794698.13869244,SRR12794698.45286055,	RBM5	3	161,98,88
chr3:50106767|50109688	chr3	50106767	50109688	4	4_1_3	430	0.018	n/a	/n/a	+	SRR12794698.3896898,SRR12794698.24202296,SRR12794698.35305354,SRR12794698.42300985,	RBM5	5	98,88,78,73,86
