,id,X.chrom,start,end,name,score,strand
435,gene_10389,chr5,14910667,14910749,AC016575.1,0,-
436,gene_1039,chr7,40174576,40900362,SUGCT,0,+
437,gene_10390,chr16,31560464,31564888,CTD-2014E2.6,0,-
438,gene_10391,chr16,31577681,31578321,CTD-2014E2.7,0,-
439,gene_10392,chr16,31574403,31579037,CTD-2014E2.5,0,-
440,gene_10393,chr16,31558019,31558558,CTD-2014E2.2,0,-
441,gene_10394,chr6,155574273,155577858,RP11-477D19.2,0,-
442,gene_10395,chr6,4079440,4131185,C6orf201,0,+
443,gene_10396,chr9,130469268,130478281,CFAP157,0,+
444,gene_10397,chr6,107349417,107372546,C6orf203,0,+
445,gene_10398,chr6,170190417,170202969,C6orf208,0,+
446,gene_10399,chr3,138066490,138124376,MRAS,0,+
447,gene_104,chr5,69370673,69370944,RN7SL9P,0,+
448,gene_1040,chr15,69726805,69727459,RP11-253M7.3,0,-
449,gene_10400,chr21,33664124,33687095,MRAP,0,+
450,gene_10401,chr14,95426614,95429313,RP11-991C1.1,0,-
451,gene_10402,chrY,23963726,23964365,OFD1P16Y,0,-
452,gene_10403,chr12,89937980,89938265,RP11-734K2.3,0,-
453,gene_10404,chrY,21034387,21239302,NCRNA00185,0,-
454,gene_10405,chr8,43075103,43075952,VN1R46P,0,-
455,gene_10406,chr6,108251292,108251386,RNU6-437P,0,+
456,gene_10407,chrX,54556644,54587504,GNL3L,0,+
457,gene_10408,chr13,113372159,113372228,AL162711.1,0,-
458,gene_10409,chr7,65535891,65536305,RP5-1132H15.2,0,-
459,gene_1041,chr12,69747273,69748005,RP11-1143G9.4,0,-
460,gene_10410,chr7,65490113,65496531,RP5-1132H15.3,0,-
461,gene_10411,chr7,65584590,65629998,RP5-1132H15.1,0,-
462,gene_10412,chr8,18667010,18667136,AC090420.1,0,-
463,gene_10413,chr3,176321931,176353320,RP11-71G7.1,0,-
464,gene_10414,chr15,56700681,56702384,RP11-48G14.1,0,-
465,gene_10415,chr15,56739318,56739895,RP11-48G14.3,0,+
466,gene_10416,chr15,56686519,56688983,RP11-48G14.2,0,-
467,gene_10417,chr1,12630000,12630100,RNU6ATAC18P,0,-
468,gene_10418,chr4,70894130,70902255,HTN3,0,+
469,gene_10419,chr4,70916119,70924562,HTN1,0,+
470,gene_1042,chr12,19609178,19610582,RP11-841C19.6,0,-
471,gene_10420,chr4,39289076,39367995,RFC1,0,-
472,gene_10421,chr11,56738325,56739621,OR5AK3P,0,+
473,gene_10422,chr7,73645829,73668788,RFC2,0,-
474,gene_10423,chr7,137982833,137983229,AC008155.2,0,-
475,gene_10424,chr7,138088940,138089268,AC008155.1,0,-
476,gene_10425,chr17,77765931,77775482,CBX8,0,-
477,gene_10426,chr22,39516172,39548679,CBX7,0,-
478,gene_10427,chr22,39257455,39268319,CBX6,0,-
479,gene_10428,chr2,10076489,10079719,RP11-95D17.1,0,+
480,gene_10429,chr17,77806955,77813228,CBX4,0,-
481,gene_1043,chrY,9195406,9198208,TSPY8,0,+
482,gene_10430,chr7,26240782,26252976,CBX3,0,+
483,gene_10431,chr17,77751931,77761782,CBX2,0,+
484,gene_10432,chr17,46147414,46178883,CBX1,0,-
485,gene_10433,chr4,164186727,164187735,RP11-719L21.1,0,-
486,gene_10434,chr8,83203859,83204614,HNRNPA1P4,0,-
487,gene_10435,chr18,29992177,29993139,HNRNPA1P7,0,-
488,gene_10436,chr1,58513561,58515007,HNRNPA1P6,0,-
489,gene_10437,chr22,37309670,37336491,CSF2RB,0,+
490,gene_10438,chr11,129872833,129874251,NCRNA00167,0,+
491,gene_10439,chr9,70181520,70216621,RP11-15J10.1,0,-
492,gene_1044,chr2,152224848,152224925,MIR4773-1,0,+
493,gene_10440,chr9,70083601,70087216,RP11-15J10.4,0,-
494,gene_10441,chr15,25093504,25097400,RP11-385H1.1,0,+
495,gene_10442,chr9,70113593,70124467,RP11-15J10.8,0,-
496,gene_10443,chr9,70116128,70116383,RP11-15J10.9,0,-
497,gene_10444,chr14,96850961,96851152,RNU2-33P,0,+
498,gene_10445,chr3,142139047,142139211,RNU1-100P,0,-
499,gene_10446,chrY,20743949,20790963,OFD1P5Y,0,-
500,gene_10447,chr1,178380751,178381107,RP4-765C7.2,0,+
501,gene_10448,chr6,149433145,149433808,RP11-365H23.1,0,-
502,gene_10449,chr1,243787968,243788358,RP11-370K11.2,0,-
503,gene_1045,chr8,73976775,74036323,SBSPON,0,-
504,gene_10450,chr4,83095700,83095806,RNU6-499P,0,+
505,gene_10451,chr10,11653304,11654226,RP11-138I18.1,0,+
506,gene_10452,chr10,11721674,11722513,RP11-138I18.2,0,+
507,gene_10453,chr7,36010757,36011177,RP11-609L3.1,0,-
508,gene_10454,chr10,124768495,124817827,ACADSB,0,+
509,gene_10455,chr7,35973498,35974179,RP11-609L3.2,0,+
510,gene_10456,chr18,44432595,44433845,RP11-687F6.4,0,-
511,gene_10457,chr7,118520157,118521342,RP11-515K14.1,0,-
512,gene_10458,chr22,39062513,39064755,RP3-508I15.10,0,-
513,gene_10459,chr13,43597339,43688360,DNAJC15,0,+
514,gene_1046,chr7,49890017,50160925,ZPBP,0,-
515,gene_10460,chr10,112679305,112773425,SHOC2,0,+
516,gene_10461,chr19,37803739,37860267,HKR1,0,+
517,gene_10462,chr17,58804526,58804843,AC111155.1,0,-
518,gene_10463,chr1,2072523,2076718,RP5-892K4.1,0,-
519,gene_10464,chr10,44865613,44881941,CXCL12,0,-
520,gene_10465,chr20,57414773,57486247,GNAS,0,+
521,gene_10466,chr5,177612720,177614300,AC136940.3,0,-
522,gene_10467,chr1,158575058,158582304,OR10Z1,0,+
523,gene_10468,chr13,80140862,80145571,RP11-25J23.3,0,+
524,gene_10469,chr19,45910591,45982086,ERCC1,0,-
525,gene_1047,chr11,119252488,119397374,RP11-305N23.1,0,+
526,gene_10470,chr19,45853095,45874176,ERCC2,0,-
527,gene_10471,chr2,128014866,128051752,ERCC3,0,-
528,gene_10472,chr16,14014014,14046202,ERCC4,0,+
529,gene_10473,chr13,103459496,103528351,ERCC5,0,+
530,gene_10474,chr1,27276053,27286897,KDF1,0,-
531,gene_10475,chr4,124181104,124181273,CTB-51E13.1,0,-
532,gene_10476,chr7,56019512,56024194,MRPS17,0,+
533,gene_10477,chr2,243030784,243082789,AC093642.5,0,+
534,gene_10478,chr1,36921319,36930038,MRPS15,0,-
535,gene_10479,chr1,167399877,167487847,CD247,0,-
536,gene_1048,chrY,9304564,9307357,TSPY1,0,+
537,gene_10480,chr19,39421188,39423802,MRPS12,0,+
538,gene_10481,chr3,87959370,87959495,RNU6ATAC6P,0,+
539,gene_10482,chr4,79567057,79603853,RP11-792D21.2,0,+
540,gene_10483,chr1,107322845,107323057,RP11-110F24.1,0,+
541,gene_10484,chr11,66081958,66084515,CD248,0,-
542,gene_10485,chrX,117903759,117904820,RP13-128O4.3,0,+
543,gene_10486,chr1,220574464,220577375,RP11-410C4.5,0,+
544,gene_10487,chr1,220658446,220660385,RP11-410C4.4,0,-
545,gene_10488,chr1,220641296,220642150,RP11-410C4.3,0,+
546,gene_10489,chr1,220628496,220628654,RP11-410C4.2,0,-
547,gene_1049,chr16,75413716,75415158,RP11-252K23.2,0,-
548,gene_10490,chr1,220621858,220622195,RP11-410C4.1,0,+
549,gene_10491,chrX,68393967,68394560,RP13-55H22.2,0,+
550,gene_10492,chr10,3108525,3179904,PFKP,0,+
551,gene_10493,chr12,48498922,48540187,PFKM,0,+
552,gene_10494,chr21,45719934,45747259,PFKL,0,+
553,gene_10495,chr4,185570767,185616117,PRIMPOL,0,+
554,gene_10496,chr11,55211911,55212814,OR4A17P,0,+
555,gene_10497,chr9,113131872,113131978,RNU6-1039P,0,-
556,gene_10498,chr9,79687016,79688211,RP11-490H9.1,0,+
557,gene_10499,chr17,62813308,62813597,RN7SL409P,0,-
558,gene_105,chr18,31805894,31806393,RP11-379L18.3,0,+
559,gene_1050,chr12,100750857,100815837,SLC17A8,0,+
560,gene_10500,chr11,6632114,6637825,RP11-732A19.10,0,-
561,gene_10501,chr6,28423425,28423918,OR2E1P,0,-
562,gene_10502,chr19,2785458,2815805,THOP1,0,+
563,gene_10503,chr9,81356636,81357660,RP11-506C15.1,0,-
564,gene_10504,chrY,19576759,19577094,RP11-529I21.1,0,-
565,gene_10505,chr20,35405845,35492089,SOGA1,0,-
566,gene_10506,chr19,7828035,7834491,CLEC4M,0,+
567,gene_10507,chr6,4135657,4146287,RP3-400B16.4,0,+
568,gene_10508,chr6,4186858,4188343,RP3-400B16.3,0,-
569,gene_10509,chr6,4189350,4190040,RP3-400B16.2,0,+
570,gene_1051,chr1,106623423,106624001,RP5-947P14.2,0,-
571,gene_10510,chr6,4136306,4157619,RP3-400B16.1,0,+
572,gene_10511,chr20,10981952,10982411,RP11-103J8.2,0,+
573,gene_10512,chr19,7793843,7798792,CLEC4G,0,-
574,gene_10513,chr2,71035775,71047732,CLEC4F,0,-
575,gene_10514,chr12,8685901,8693559,CLEC4E,0,-
576,gene_10515,chr12,8662071,8674962,CLEC4D,0,+
577,gene_10516,chr12,7882011,7904201,CLEC4C,0,-
578,gene_10517,chr1,247996651,247997590,OR6R1P,0,-
579,gene_10518,chr6,7268539,7347679,SSR1,0,-
580,gene_10519,chr5,157403774,157403964,RNU2-48P,0,-
581,gene_1052,chr1,106499316,106667186,RP5-947P14.1,0,+
582,gene_10520,chr3,156257929,156272973,SSR3,0,-
583,gene_10521,chrX,153058971,153063960,SSR4,0,+
584,gene_10522,chr6,56810528,56810635,RNU6-626P,0,+
585,gene_10523,chr11,71093647,71134469,AP002387.1,0,-
586,gene_10524,chr1,112938803,113006078,CTTNBP2NL,0,+
587,gene_10525,chr22,44962845,44964127,RP3-474I12.7,0,+
588,gene_10526,chr6,90539613,90584155,CASP8AP2,0,+
589,gene_10527,chr12,47581595,47581674,MIR4698,0,+
590,gene_10528,chr22,45002819,45021299,RP3-474I12.6,0,-
591,gene_10529,chr17,20717933,20747570,FAM108A7P,0,+
592,gene_1053,chr4,140374386,140397763,RAB33B,0,+
593,gene_10530,chr14,22891362,22892033,TRDV2,0,+
594,gene_10531,chr19,45449239,45452822,APOC2,0,+
595,gene_10532,chr11,116700422,116703788,APOC3,0,+
596,gene_10533,chr19,45417504,45422606,APOC1,0,+
597,gene_10534,chr7,74911442,74918383,AC005488.13,0,+
598,gene_10535,chrX,55546815,55547147,RP11-541G7.4,0,-
599,gene_10536,chr1,167021788,167027779,RP11-102C16.3,0,+
600,gene_10537,chr3,168269642,168269737,MIR551B,0,+
601,gene_10538,chr1,37169554,37176183,RP11-251B9.1,0,+
602,gene_10539,chr7,72440345,72442258,AC005488.11,0,+
603,gene_1054,chr6,25754927,25781419,SLC17A4,0,+
604,gene_10540,chr11,106697118,106698616,RP11-819M15.1,0,-
605,gene_10541,chr16,58033450,58055522,USB1,0,+
606,gene_10542,chrX,139553031,139553439,RP11-51C14.2,0,-
607,gene_10543,chrX,139479227,139480476,RP11-51C14.1,0,+
608,gene_10544,chr7,39017598,39532694,POU6F2,0,+
609,gene_10545,chr8,105602961,106816760,ZFPM2,0,+
610,gene_10546,chr12,51580719,51611492,POU6F1,0,-
611,gene_10547,chr1,81563952,81564690,RP5-831K15.1,0,-
612,gene_10548,chr7,129710350,129775560,KLHDC10,0,+
613,gene_10549,chr16,88519725,88603424,ZFPM1,0,+
614,gene_1055,chr6,74303102,74363878,SLC17A5,0,-
615,gene_10550,chr17,73814896,73816136,RP11-552F3.4,0,-
616,gene_10551,chr14,81467510,81468130,RP11-114N19.4,0,-
617,gene_10552,chr10,77402234,77402864,RP11-310J24.3,0,+
618,gene_10553,chr7,63016976,63022966,RP5-965K10.1,0,+
619,gene_10554,chr7,63028121,63045453,RP5-965K10.2,0,-
620,gene_10555,chr7,63092986,63096995,RP5-965K10.3,0,+
621,gene_10556,chr18,603166,603258,AP001178.1,0,-
622,gene_10557,chrX,70534762,70535729,AL590762.6,0,-
623,gene_10558,chrX,70572268,70572838,AL590762.7,0,+
624,gene_10559,chr11,62623574,62656347,SLC3A2,0,+
625,gene_1056,chr11,22359643,22401049,SLC17A6,0,+
626,gene_10560,chrX,70520580,70520897,AL590762.1,0,+
627,gene_10561,chr14,81469669,81469989,RP11-114N19.5,0,-
628,gene_10562,chr8,68318750,68319307,RP11-7F18.1,0,+
629,gene_10563,chr8,68256210,68257322,RP11-7F18.2,0,+
630,gene_10564,chr8,123819985,123828756,RP11-44N11.1,0,+
631,gene_10565,chr8,123792999,123793310,RP11-44N11.3,0,+
632,gene_10566,chr8,123792210,123793069,RP11-44N11.2,0,-
633,gene_10567,chr3,81043019,81144798,RP11-6B4.1,0,+
634,gene_10568,chr1,459656,461954,RP5-857K21.15,0,+
635,gene_10569,chr7,6713125,6715997,RP11-611L7.2,0,+
636,gene_1057,chr17,15434087,15434403,RP11-385D13.3,0,-
637,gene_10570,chr7,6755261,6760613,RP11-611L7.3,0,-
638,gene_10571,chr17,54946308,54946925,RP11-670E13.2,0,+
639,gene_10572,chr2,175410113,175411063,RP11-483E17.1,0,-
640,gene_10573,chr6,159185693,159185785,MIR3918,0,-
641,gene_10574,chr3,159000435,159000523,MIR3919,0,+
642,gene_10575,chrX,32601773,32601869,MIR3915,0,-
643,gene_10576,chr1,247365269,247365362,MIR3916,0,-
644,gene_10577,chr1,26232853,26232945,MIR3917,0,-
645,gene_10578,chr9,130452966,130453074,MIR3911,0,-
646,gene_10579,chr5,170813660,170813764,MIR3912,0,-
647,gene_1058,chr6,25783125,25832287,SLC17A1,0,-
648,gene_10580,chr1,226519700,226521356,RP11-125A15.3,0,-
649,gene_10581,chr6,31724728,31724830,RNU6-850P,0,-
650,gene_10582,chr1,36545667,36549627,RP4-665N4.4,0,-
651,gene_10583,chr2,230986086,231038939,AC009950.2,0,+
652,gene_10584,chr22,42397073,42397970,SLC25A5P1,0,-
653,gene_10585,chrX,49593863,49598576,PAGE4,0,+
654,gene_10586,chrX,55246788,55250541,PAGE5,0,+
655,gene_10587,chrX,55115441,55119275,PAGE2,0,+
656,gene_10588,chr19,15562435,15575382,RASAL3,0,-
657,gene_10589,chr4,187249870,187250755,SLC25A5P6,0,-
658,gene_1059,chr6,25912982,25930954,SLC17A2,0,-
659,gene_10590,chr1,36457710,36479231,RP4-665N4.8,0,-
660,gene_10591,chr13,66540462,66540561,MIR548X2,0,-
661,gene_10592,chr19,17501318,17504967,CTD-2521M24.13,0,-
662,gene_10593,chr1,20976856,20977207,AL391357.1,0,-
663,gene_10594,chr19,17563020,17563778,CTD-2521M24.11,0,-
664,gene_10595,chr2,102578518,102603629,LINC01127,0,+
665,gene_10596,chr2,43454349,43455994,LINC01126,0,+
666,gene_10597,chr13,20032538,20032858,RP11-408K19.3,0,-
667,gene_10598,chr11,71304500,71305428,OR7E87P,0,+
668,gene_10599,chr12,62654119,62811211,USP15,0,+
669,gene_106,chr16,31404633,31437826,ITGAD,0,+
670,gene_1060,chr6,25833294,25882514,SLC17A3,0,-
671,gene_10600,chr5,37327237,37327298,RNU7-75P,0,+
672,gene_10601,chr17,40799852,40800161,ATP5LP7,0,+
673,gene_10602,chr5,51875389,51876940,CTD-2141G3.1,0,-
674,gene_10603,chr6,49753364,49755020,PGK2,0,-
675,gene_10604,chrX,77166236,77384793,PGK1,0,+
676,gene_10605,chr11,82751848,82752445,RP11-113K21.1,0,-
677,gene_10606,chrX,102262389,102263000,LL0XNC01-73E8.1,0,+
678,gene_10607,chr11,82817622,82818003,RP11-113K21.3,0,-
679,gene_10608,chr11,82822102,82822484,RP11-113K21.2,0,-
680,gene_10609,chr11,82783108,82817761,RP11-113K21.5,0,+
681,gene_1061,chr15,93135804,93139692,RP11-386M24.6,0,-
682,gene_10610,chr11,82783444,82808238,RP11-113K21.4,0,-
683,gene_10611,chr1,242121069,242122364,BECN2,0,+
684,gene_10612,chr1,19934608,19935062,RP5-1056L3.3,0,+
685,gene_10613,chrX,135873223,135873939,RP11-1114A5.2,0,+
686,gene_10614,chr12,41803269,41867312,RP11-413B19.2,0,-
687,gene_10615,chr9,34610483,34612101,RPP25L,0,-
688,gene_10616,chr12,69305701,69305762,RNU7-4P,0,+
689,gene_10617,chr7,102475052,102475155,RNU6-1136P,0,+
690,gene_10618,chr12,51638342,51664674,SMAGP,0,-
691,gene_10619,chr6,41566461,41566526,MIR4641,0,+
692,gene_1062,chr11,74556955,74557251,RN7SL239P,0,+
693,gene_10620,chr6,30858660,30858749,MIR4640,0,+
694,gene_10621,chr6,92231378,92231455,MIR4643,0,+
695,gene_10622,chr6,44403378,44403459,MIR4642,0,+
696,gene_10623,chr6,2854265,2854341,MIR4645,0,-
697,gene_10624,chr6,170639849,170639932,MIR4644,0,+
698,gene_10625,chr6,44221943,44222022,MIR4647,0,-
699,gene_10626,chr6,31668806,31668868,MIR4646,0,-
700,gene_10627,chr7,44150448,44150511,MIR4649,0,+
701,gene_10628,chr7,2566708,2566779,MIR4648,0,+
702,gene_10629,chr6,43812615,43820054,RP11-344J7.4,0,-
703,gene_1063,chr2,232366701,232366912,RNU2-22P,0,-
704,gene_10630,chr6,43770930,43810362,RP11-344J7.3,0,+
705,gene_10631,chr6,43819494,43820070,RP11-344J7.2,0,-
706,gene_10632,chr2,203200747,203201450,AC064836.3,0,-
707,gene_10633,chr19,58859117,58866549,A1BG-AS1,0,+
708,gene_10634,chr11,89290028,89290373,RP11-643G5.4,0,+
709,gene_10635,chr11,89310081,89310820,RP11-643G5.5,0,+
710,gene_10636,chr11,89279805,89322779,RP11-643G5.6,0,-
711,gene_10637,chr11,89281298,89281963,RP11-643G5.7,0,-
712,gene_10638,chr11,89266813,89267211,RP11-643G5.1,0,-
713,gene_10639,chr11,89278296,89278912,RP11-643G5.2,0,+
714,gene_1064,chr15,93170303,93170644,RP11-386M24.5,0,+
715,gene_10640,chr13,97601503,97601787,RN7SKP7,0,-
716,gene_10641,chr15,31093509,31093591,AC004460.1,0,+
717,gene_10642,chr16,85730941,85731474,RP11-568J23.8,0,-
718,gene_10643,chr17,79506911,79520987,FAAP100,0,-
719,gene_10644,chr14,23235731,23242250,OXA1L,0,+
720,gene_10645,chr13,40981259,40981577,RN7SKP2,0,-
721,gene_10646,chr16,85826021,85826539,RP11-568J23.6,0,+
722,gene_10647,chr16,85848031,85848668,RP11-568J23.7,0,-
723,gene_10648,chr19,21627043,21646710,CTD-2561J22.5,0,-
724,gene_10649,chr16,85849479,85850142,RP11-568J23.1,0,-
725,gene_1065,chr15,93255038,93255340,RP11-386M24.2,0,+
726,gene_10650,chr16,85893127,85895618,RP11-568J23.2,0,+
727,gene_10651,chr13,45634864,45635221,RN7SKP3,0,+
728,gene_10652,chr12,97957590,97957689,MIR135A2,0,+
729,gene_10653,chr6,168393502,168397757,C6orf54,0,-
730,gene_10654,chr6,10671651,10695030,C6orf52,0,-
731,gene_10655,chr13,37740489,37740795,RN7SKP1,0,-
732,gene_10656,chr2,225629807,225907162,DOCK10,0,-
733,gene_10657,chrX,117629861,117820126,DOCK11,0,+
734,gene_10658,chr6,127840600,127912962,C6orf58,0,+
735,gene_10659,chr6,161581137,161583014,C6orf59,0,-
736,gene_1066,chr15,93124059,93143775,RP11-386M24.3,0,+
737,gene_10660,chr3,125430983,125431889,OR7E29P,0,+
738,gene_10661,chr7,34789865,34791665,AC005174.2,0,-
739,gene_10662,chr4,130692814,130876523,RP11-422J15.1,0,+
740,gene_10663,chr9,45737473,45738490,RP11-7G23.5,0,-
741,gene_10664,chr9,45729709,45730417,RP11-7G23.4,0,+
742,gene_10665,chr2,8147901,8523751,LINC00299,0,-
743,gene_10666,chr1,69709055,69715106,RP11-74K19.1,0,-
744,gene_10667,chr2,151091406,151113521,AC113610.1,0,-
745,gene_10668,chr11,33097695,33101000,LINC00294,0,+
746,gene_10669,chr1,155112367,155113071,DPM3,0,-
747,gene_1067,chr15,93262623,93262970,RP11-386M24.1,0,+
748,gene_10670,chr9,130697378,130700763,DPM2,0,-
749,gene_10671,chr20,49551404,49575092,DPM1,0,-
750,gene_10672,chr9,45733441,45734160,RP11-7G23.8,0,-
751,gene_10673,chr4,63461095,63461180,AC110810.1,0,+
752,gene_10674,chr3,14840838,14852921,RP11-95M5.1,0,-
753,gene_10675,chr10,83810018,83810104,AL096864.1,0,+
754,gene_10676,chr2,89986322,89987089,IGKV2D-29,0,+
755,gene_10677,chr2,89998789,89999564,IGKV2D-28,0,+
756,gene_10678,chr1,147229318,147230542,RP11-433J22.2,0,+
757,gene_10679,chr2,90024732,90025512,IGKV2D-26,0,+
758,gene_1068,chr16,22018959,22098855,C16orf52,0,+
759,gene_10680,chr2,90048212,90048737,IGKV2D-23,0,+
760,gene_10681,chr10,49217898,49239658,CTGLF12P,0,-
761,gene_10682,chr20,61002883,61022677,RP5-908M14.5,0,+
762,gene_10683,chrX,101470280,101484526,TCP11X1,0,+
763,gene_10684,chrX,101711783,101726762,TCP11X2,0,-
764,gene_10685,chr12,49483991,49487095,RP11-386G11.8,0,+
765,gene_10686,chr3,33768742,33769096,AC112220.2,0,-
766,gene_10687,chr6,27292673,27293547,VN1R10P,0,+
767,gene_10688,chr2,90259593,90260250,IGKV1D-8,0,+
768,gene_10689,chr8,41368759,41370040,KRT18P37,0,+
769,gene_1069,chr15,69750861,69754145,RP11-253M7.4,0,-
770,gene_10690,chr11,43581206,43581303,MIR670,0,+
771,gene_10691,chr15,31357235,31357344,MIR211,0,-
772,gene_10692,chr7,113091127,113091457,RP11-786A20.1,0,+
773,gene_10693,chr2,56210102,56210211,MIR217,0,-
774,gene_10694,chr11,106180772,106182518,RP11-680E19.2,0,+
775,gene_10695,chr1,220291195,220291304,MIR215,0,-
776,gene_10696,chr1,172107938,172108047,MIR214,0,-
777,gene_10697,chr5,179289066,179334859,TBC1D9B,0,-
778,gene_10698,chrX,18706762,18709723,RP3-436M11.3,0,-
779,gene_10699,chr12,102317188,102318497,RP11-512N21.3,0,-
780,gene_107,chr17,3617922,3704537,ITGAE,0,-
781,gene_1070,chr15,93242270,93267507,RP11-386M24.8,0,-
782,gene_10700,chr12,102329994,102330452,RP11-512N21.1,0,+
783,gene_10701,chr2,182559169,182559627,AC013733.5,0,+
784,gene_10702,chr2,182555107,182558142,AC013733.4,0,-
785,gene_10703,chr5,71713316,71714162,CTC-349J22.1,0,+
786,gene_10704,chr16,64977656,65160015,CDH11,0,-
787,gene_10705,chr5,403846,404661,CTD-2228K2.2,0,-
788,gene_10706,chr5,418818,419224,CTD-2228K2.1,0,+
789,gene_10707,chr5,21750782,22853731,CDH12,0,-
790,gene_10708,chr5,473351,480999,CTD-2228K2.7,0,+
791,gene_10709,chr1,167498914,167523004,CREG1,0,-
792,gene_1071,chr15,93146140,93163245,RP11-386M24.9,0,+
793,gene_10710,chr2,101962013,102004057,CREG2,0,-
794,gene_10711,chr16,66942025,66952887,CDH16,0,-
795,gene_10712,chr18,64168320,64271375,CDH19,0,-
796,gene_10713,chr5,19473060,20575982,CDH18,0,-
797,gene_10714,chr5,105878767,105880031,CTD-2285G11.1,0,-
798,gene_10715,chr8,117414781,117415995,RP11-536K17.1,0,-
799,gene_10716,chr11,55135360,55136394,OR4A15,0,+
800,gene_10717,chr8,67858736,67874825,TCF24,0,-
801,gene_10718,chr3,168645957,168646386,RP11-368I23.4,0,+
802,gene_10719,chr3,168576447,168576918,RP11-368I23.1,0,-
803,gene_1072,chr1,44315972,44317283,RP4-654J19.1,0,-
804,gene_10720,chr3,168645263,168645707,RP11-368I23.3,0,+
805,gene_10721,chr3,168621154,168639784,RP11-368I23.2,0,+
806,gene_10722,chr6,31973945,31974881,AL645922.1,0,-
807,gene_10723,chr5,96278003,96278888,AC008850.3,0,+
808,gene_10724,chrX,123414380,123415272,RP13-158L7.3,0,+
809,gene_10725,chr15,30697514,30697792,RN7SL196P,0,-
810,gene_10726,chr16,89939978,89980035,TCF25,0,+
811,gene_10727,chr20,55361037,55361143,RNU6-929P,0,-
812,gene_10728,chr5,36876861,37066515,NIPBL,0,+
813,gene_10729,chr2,177686758,177688381,RP11-632P5.1,0,+
814,gene_1073,chr21,19394687,19487222,AP000998.2,0,-
815,gene_10730,chr18,74690783,74845639,MBP,0,-
816,gene_10731,chr17,42442382,42443119,RPL7L1P5,0,-
817,gene_10732,chr6,71931160,72037931,RP11-154D6.1,0,-
818,gene_10733,chr3,125485444,125485661,RP11-379B18.7,0,+
819,gene_10734,chr3,125567066,125628215,RP11-379B18.4,0,+
820,gene_10735,chr6,71961461,71962691,RP11-154D6.2,0,+
821,gene_10736,chr3,125513949,125514728,RP11-379B18.2,0,+
822,gene_10737,chr3,125534925,125535129,RP11-379B18.3,0,-
823,gene_10738,chr3,125506731,125506989,RP11-379B18.1,0,-
824,gene_10739,chr4,159928271,159928987,RP11-815N9.2,0,+
825,gene_1074,chr11,65543364,65548273,AP5B1,0,-
826,gene_10740,chr4,159947291,159947679,RP11-815N9.3,0,+
827,gene_10741,chr5,21493692,21494062,AC138951.1,0,+
828,gene_10742,chr16,48377666,48379969,CTD-2600H12.2,0,-
829,gene_10743,chr9,14586764,14587324,RP11-408A13.3,0,-
830,gene_10744,chr11,3412010,3412982,OR7E12P,0,-
831,gene_10745,chr18,47984257,47985165,RPLP0P11,0,+
832,gene_10746,chrX,100523241,100548045,TAF7L,0,-
833,gene_10747,chr6,51401953,51402341,RP11-793K1.1,0,-
834,gene_10748,chr11,71505409,71529284,CTD-2313N18.5,0,-
835,gene_10749,chr11,49919819,49920738,OR4A1P,0,-
836,gene_1075,chr1,160187254,160254920,RP11-574F21.3,0,-
837,gene_10750,chr12,114514938,114517707,RP11-100F15.1,0,+
838,gene_10751,chr12,114535487,114536028,RP11-100F15.3,0,+
839,gene_10752,chr12,114518186,114551294,RP11-100F15.2,0,+
840,gene_10753,chr5,115420688,115748459,COMMD10,0,+
841,gene_10754,chr19,16509477,16509770,RN7SL844P,0,-
842,gene_10755,chr4,138114910,138119521,RP11-785F11.1,0,+
843,gene_10756,chr1,23518388,23521222,HTR1D,0,-
844,gene_10757,chr6,87647024,87726401,HTR1E,0,+
845,gene_10758,chr3,88039846,88042985,HTR1F,0,+
846,gene_10759,chr11,121232563,121233574,BMPR1APS2,0,-
847,gene_1076,chr20,32399110,32442172,CHMP4B,0,+
848,gene_10760,chr5,63256183,63258334,HTR1A,0,-
849,gene_10761,chr6,78171470,78173490,HTR1B,0,-
850,gene_10762,chr11,46764598,46867859,CKAP5,0,-
851,gene_10763,chr17,30036587,30036878,RP11-805L22.1,0,+
